ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,type,redshift,double-peaked,A_V,filenames
ZTF19acmelor,SN2019uff,4.805333,-14.397839,58801.891953098,g,18.340644109030254,SN Ib,0.026612,0.0,0.1025241654366254,['ZTF19acmelor_0']
ZTF20aaekkuv,SN2020oc,147.012191667,3.53827777778,58866.76499271446,g,18.960064038444397,SN Ic,0.02,0.0,0.1261765588074922,['ZTF20aaekkuv_0']
ZTF20aahggbm,SN2020axo,172.00015713333,16.607431933333,58882.611579840246,g,18.6499999012214,SN Ic,0.1,0.0,0.1005392841994762,"['ZTF20aahggbm_0', 'ZTF20aahggbm_2']"
ZTF20aakodyh,SN2020bmj,198.133042,4.866531,58888.78904295733,r,18.726886220374144,SN Ib,0.04787,0.0,0.104404579848051,['ZTF20aakodyh_0']
ZTF20aalcyih,SN2020bpf,103.8479342,27.7219843,58895.97293857024,g,18.165076538531547,SN Ib,0.02723,0.0,0.2291232801973819,['ZTF20aalcyih_0']
ZTF20aammtwx,SN2020cgu,111.951020833,20.4015166667,58896.4284923226,g,18.1442335611023,SN Ic,0.027189,0.0,0.1808881774544715,['ZTF20aammtwx_0']
ZTF20aaurfnl,SN2020heq,238.879966036,12.8958569295,58960.67158214273,r,18.655605058530345,SN Ic,0.0336,0.0,0.1675280530005693,['ZTF20aaurfnl_0']
ZTF20abbhrrt,SN2020kxg,200.002106212,-16.661127205,59003.66945930817,g,18.274270349814437,SN Ib,0.015,0.0,0.2367374405264854,['ZTF20abbhrrt_0']
ZTF20abeezca,SN2020mbt,169.78088435,47.29394865,59028.20829004046,g,18.699352928571727,SN Ic,0.046,0.0,0.0541005004197359,['ZTF20abeezca_0']
ZTF20abkiarz,SN2020oce,348.0864801,31.125995166667,59040.647178841784,g,18.045775329656895,SN Ic,0.02354,0.0,0.2404477566480636,['ZTF20abkiarz_0']
ZTF20abxpoxd,SN2020sgf,50.719833,42.556131,59121.09869122108,g,18.767943833371348,SN Ic,0.02208,0.0,0.6522976040840149,['ZTF20abxpoxd_0']
ZTF20acfqngt,SN2020uvh,70.1861626,67.7320835,59135.51025577245,g,19.192824284529777,SN Ic,0.016111,0.0,0.9376968145370485,['ZTF20acfqngt_0']
ZTF20acgiglu,SN2020urc,34.5461126,37.097234,59144.47506584682,g,18.531827895165335,SN IIb,0.026728,1.0,0.1427185330539941,['ZTF20acgiglu_0']
ZTF20actpqgc,SN2020abdw,30.3212626,24.0708174,59195.03152390171,g,19.013357597923967,SN Ic,0.0327790007,0.0,0.2979943111538887,['ZTF20actpqgc_0']
ZTF20adadlqm,SN2020adnx,46.481375,41.608711,59228.405016699195,g,17.710077852413896,SN IIb,,1.0,0.3907962828874588,['ZTF20adadlqm_0']
ZTF20adnxs21,SN2020adnx,46.481375,41.608711,59493.55,r,17.62,SN IIb,,1.0,0.3907962828874588,['ZTF20adnxs21_0']
ZTF20ikqs02x,SN2020ikq,13.6013933,28.9833639,58078.77,r,19.918,SN IIb,0.037,1.0,0.16671565771102906,['ZTF20ikqs02x_0']
ZTF20ikqs06x,SN2020ikq,13.6013933,28.9833639,59524.9,r,18.375,SN IIb,0.037,1.0,0.16671565771102906,['ZTF20ikqs06x_0']
ZTF20ikqs10x,SN2020ikq,13.6013933,28.9833639,59317.39,r,20.021,SN IIb,0.037,1.0,0.16671565771102906,['ZTF20ikqs10x_0']
ZTF20ikqs12x,SN2020ikq,13.6013933,28.9833639,58595.77,r,19.357,SN IIb,0.037,1.0,0.16671565771102906,['ZTF20ikqs12x_0']
ZTF20ikqs13x,SN2020ikq,13.6013933,28.9833639,58076.46578496683,g,19.70391015723624,SN IIb,0.037,1.0,0.16671565771102906,['ZTF20ikqs13x_0']
                     ##### kfold 2 above // kfold 1 below
ZTF20rscs02x,SN2020rsc,1.3323619,38.1860167,59715.94,r,20.685,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs02x_0']
ZTF20rscs05x,SN2020rsc,1.3323619,38.1860167,58244.39,r,21.535,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs05x_0']
ZTF20rscs07x,SN2020rsc,1.3323619,38.1860167,60065.71,r,22.227,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs07x_0']
ZTF20rscs12x,SN2020rsc,1.3323619,38.1860167,9573.51,r,21.902,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs12x_0']
ZTF20rscs15x,SN2020rsc,1.3323619,38.1860167,59287.77,r,21.64,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs15x_0']
ZTF20rscs18x,SN2020rsc,1.3323619,38.1860167,58107.058687496516,g,21.462322426114696,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs18x_0']
ZTF20rscs21x,SN2020rsc,1.3323619,38.1860167,59220.44,r,20.711,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs21x_0']
ZTF20rscs22x,SN2020rsc,1.3323619,38.1860167,59250.74,r,22.338,SN IIb,0.0313,1.0,0.29618613198399546,['ZTF20rscs22x_0']
ZTF20sbws00x,SN2020sbw,2.7675883,3.3299056,59981.787118672386,g,19.390449091251934,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws00x_0']
ZTF20sbws01x,SN2020sbw,2.7675883,3.3299056,58726.85817417071,g,18.51638718807255,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws01x_0']
ZTF20sbws08x,SN2020sbw,2.7675883,3.3299056,59525.13047721673,g,20.262528028023517,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws08x_0']
ZTF20sbws09x,SN2020sbw,2.7675883,3.3299056,59634.14920507071,g,19.54396646197245,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws09x_0']
ZTF20sbws14x,SN2020sbw,2.7675883,3.3299056,58632.596414923675,g,18.925261067687533,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws14x_0']
ZTF20sbws23x,SN2020sbw,2.7675883,3.3299056,58932.903058161384,g,19.28132729173218,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws23x_0']
ZTF20sbws24x,SN2020sbw,2.7675883,3.3299056,58949.512824033394,g,20.001713973358275,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws24x_0']
ZTF20sbws25x,SN2020sbw,2.7675883,3.3299056,58905.49278880887,g,19.481100999573247,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws25x_0']
ZTF20sbws28x,SN2020sbw,2.7675883,3.3299056,58310.70872644198,g,19.811285304810298,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws28x_0']
ZTF20sbws29x,SN2020sbw,2.7675883,3.3299056,58256.56708000008,g,20.38074469421408,SN IIb,0.023033,1.0,0.07757294662296772,['ZTF20sbws29x_0']
            #### kfold1 above // kfold3 below
ZTF20urcs04x,SN2020urc,34.5461126,37.097234,59361.77642274446,g,18.312492020060528,SN IIb,0.026728,1.0,0.1427185330539941,['ZTF20urcs04x_0']
ZTF20urcs09x,SN2020urc,34.5461126,37.097234,59217.04874917781,g,19.423067242758115,SN IIb,0.026728,1.0,0.1427185330539941,['ZTF20urcs09x_0']
ZTF20urcs15x,SN2020urc,34.5461126,37.097234,60139.30271366623,g,19.631786326955773,SN IIb,0.026728,1.0,0.1427185330539941,['ZTF20urcs15x_0']
ZTF21aaaosoq,SN2021bm,219.447000575,59.90703375,59222.84334556015,g,17.821613125912844,SN Ic,0.031517,0.0,0.0247293451800942,"['ZTF21aaaosoq_0', 'ZTF21aaaosoq_1']"
ZTF21aahdqrg,SN2021bwq,172.071154,-12.888258,59257.857898684575,g,17.993574017416687,SN Ic,0.022,0.0,0.1089680686593055,['ZTF21aahdqrg_0']
ZTF21aaqhhfu,SN2021gno,183.0428934,13.2491746,59305.61042705649,g,17.481291237706902,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21aaqhhfu_0']
ZTF21aarnjyd,SN2021hrj,156.923706123,72.8269334637,59338.02917811804,g,18.3610817319285,SN Ib,0.022,0.0,0.3346579402685165,['ZTF21aarnjyd_0']
ZTF21aaxxmvs,SN2021kum,171.62222348,47.1284610812,59347.349248692895,g,18.97082175367331,SN IIb,0.053,0.0,0.0644238634034991,['ZTF21aaxxmvs_0']
ZTF21aayqrgx,SN2021lax,212.3385,72.117269,59346.61041376669,g,19.075187854715622,SN Ib,0.033,0.0,0.0672306096181273,['ZTF21aayqrgx_0']
ZTF21abqvzjy,SN2021uth,52.262173700000005,9.2907062,59435.43290509982,g,17.377181088996707,SN IIb,0.025,0.0,0.730882479250431,['ZTF21abqvzjy_0']
ZTF21abrfvax,SN2021vis,226.27857087,21.27112502,59462.38047456474,r,18.103116879119675,SN Ic,0.05,0.0,0.1379580862820148,['ZTF21abrfvax_0']
ZTF21gnos02x,SN2021gno,183.0428934,13.2491746,59607.85094898955,g,18.87419199141208,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos02x_0']
ZTF21gnos07x,SN2021gno,183.0428934,13.2491746,58457.984930976054,g,18.51595800421288,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos07x_0']
ZTF21gnos13x,SN2021gno,183.0428934,13.2491746,58731.111679923786,g,17.619236247082682,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos13x_0']
ZTF21gnos14x,SN2021gno,183.0428934,13.2491746,58519.79002200605,g,18.114818954763177,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos14x_0']
ZTF21gnos20x,SN2021gno,183.0428934,13.2491746,59960.2147519509,g,17.672399828797207,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos20x_0']
ZTF21gnos24x,SN2021gno,183.0428934,13.2491746,59219.29327122371,g,17.945678146826104,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos24x_0']
ZTF21gnos27x,SN2021gno,183.0428934,13.2491746,59458.41258491637,g,19.06609865246224,SN IIb,0.006,1.0,0.1097979135811328,['ZTF21gnos27x_0']
ZTF21pbs08xx,SN2021pb,9.7463333,51.6873889,58824.55031090169,g,19.23753941688599,SN IIb,0.033,1.0,0.6654609322547913,['ZTF21pbs08xx_0']
ZTF21pbs22xx,SN2021pb,9.7463333,51.6873889,59758.01168775693,g,19.21908920869173,SN IIb,0.033,1.0,0.6654609322547913,['ZTF21pbs22xx_0']
ZTF22aafrjnw,SN2022hnt,174.2489621,55.1639605,59699.29682472123,g,18.6399812310189,SN IIb,0.0192,1.0,0.0472725060768425,"['ZTF22aafrjnw_0', 'ZTF22aafrjnw_1']"
ZTF22aalfmec,SN2022lfa,328.59749574444,15.154319744444,59732.91182905475,g,19.63704206655733,SN Ic,0.027,0.0,0.3244019217789173,['ZTF22aalfmec_0']
ZTF22aaoolua,SN2022nmq,4.580375,19.395611,59756.40689995941,g,18.845072717080697,SN Ic,0.0180859994,0.0,0.1507099565118551,['ZTF22aaoolua_0']
ZTF22aasxgjp,SN2022oqm,227.28425,52.534794,59783.13834568244,g,16.595440787631087,SN Ic,0.0113,0.0,0.0588213765993714,"['ZTF22aasxgjp_0', 'ZTF22aasxgjp_1', 'ZTF22aasxgjp_2', 'ZTF22aasxgjp_3', 'ZTF22aasxgjp_4', 'ZTF22aasxgjp_5']"
ZTF22aatunnt,SN2022oxj,325.829228901,5.58084133698,59792.13815960409,g,18.986801376255244,SN Ib,0.04,0.0,0.37150604352355,['ZTF22aatunnt_0']
ZTF22hnts12x,SN2022hnt,174.2489621,55.1639605,59679.75316287269,g,18.542601439434147,SN IIb,0.0192,1.0,0.0472725060768425,['ZTF22hnts12x_0']
ZTF22qzrs05x,SN2022qzr,0.1652781,-5.0211361,59191.16549607764,g,17.612003132915124,SN IIb,0.018705,1.0,0.08968550320714712,['ZTF22qzrs05x_0']
ZTF22qzrs25x,SN2022qzr,0.1652781,-5.0211361,60732.26255866046,g,17.45965831285907,SN IIb,0.018705,1.0,0.08968550320714712,['ZTF22qzrs25x_0']
ZTF23aaaprhz,SN2023wf,162.2400642,-4.7543559,59973.993485879895,r,18.101329357307332,SN IIb,0.026452,0.0,0.1484862428158521,['ZTF23aaaprhz_0']
ZTF23aaialcw,SN2023gwl,198.8414944,1.9275673,60080.23714691336,g,18.940516154489742,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23aaialcw_0']
ZTF23aajakys,SN2023hxp,256.570010532,38.3928536272,60083.333101558885,g,18.88025229940191,SN Ic,0.0328,0.0,0.139403310790658,['ZTF23aajakys_0']
ZTF23aajpxbm,SN2023ijh,5.1741061,25.2295499,60092.638417546186,r,18.19112140375552,SN Ic,0.0356,0.0,0.0890428867191076,['ZTF23aajpxbm_0']
ZTF23aazjwtl,SN2023psq,268.580536,64.2256052,60194.48546674884,g,18.890365862883687,SN IIb,0.035,1.0,0.118159994482994,['ZTF23aazjwtl_0']
            ### kfold3 above // kfold2 below            
ZTF23abhyxpr,SN2023usf,124.347958,21.694611,60232.63966904433,g,17.14829196068953,SN Ib/c,0.012,0.0,0.1210781250149011,['ZTF23abhyxpr_0']
ZTF23gwls04x,SN2023gwl,198.8414944,1.9275673,59623.931397751854,g,18.86836966456118,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls04x_0']
ZTF23gwls05x,SN2023gwl,198.8414944,1.9275673,59649.76378680448,g,19.55100073293237,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls05x_0']
ZTF23gwls06x,SN2023gwl,198.8414944,1.9275673,59848.85904155563,g,19.21577453631908,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls06x_0']
ZTF23gwls10x,SN2023gwl,198.8414944,1.9275673,59771.62735987239,g,19.559520632923668,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls10x_0']
ZTF23gwls16x,SN2023gwl,198.8414944,1.9275673,59704.1925483324,g,20.246831231048414,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls16x_0']
ZTF23gwls19x,SN2023gwl,198.8414944,1.9275673,59325.88253080116,g,19.99590725408343,SN IIb,0.0346,1.0,0.0896357988938689,['ZTF23gwls19x_0']
ZTF24aaymkrs,SN2024rbc,3.0893591,31.063391825,60537.30465493573,g,17.396462949372363,SN Ib,0.016,0.0,0.222496785223484,['ZTF24aaymkrs_0']
ZTF24abpdzvm,SN2024zsw,20.793617,19.570172,60632.54234107594,g,19.196813783437747,SN IIb,0.032286,1.0,0.1614347014576196,['ZTF24abpdzvm_0']
ZTF24absznoi,SN2024abmk,176.319088209,48.6284037565,60647.64387336902,g,19.088402454978787,SN Ic,0.04095,0.0,0.0657726125791668,['ZTF24absznoi_0']
ZTF24abtnkbi,SN2024abtu,108.451120711,50.2575809094,60649.346249999944,g,17.680277657236918,SN Ic,0.017682,0.0,0.2113430403172969,['ZTF24abtnkbi_0']
ZTF24zsws21x,SN2024zsw,20.793617,19.570172,60677.119596480276,g,19.585560803294356,SN IIb,0.032286,1.0,0.1614347014576196,['ZTF24zsws21x_0']
